UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Wear_Torque_Index,AirTemp_RollingMean,ProcessTemp_RollingMean,Torque_RollingMean,ToolWear_RollingMean,Torque_Lag1,ToolWear_Lag1,AirTemp_Change,ProcessTemp_Change,Torque_Change,ToolWear_Change,AirTemp_RollingStd,ProcessTemp_RollingStd,Torque_RollingStd,ToolWear_RollingStd,Ambient_Humidity,Energy_Load_Index,Production_Demand,Shift,Days_Since_Maintenance,Production_Demand_Value,Torque_Load,Wear_Demand,Temperature_Humidity
81,M58785,M,303.6,314.5,1316,36.1,24,0,0,0,0,0,0,10.899999999999975,866.4000000000001,301.64,312.15,37.040000000000006,106.7,34.8,42.0,5.0,4.800000000000011,1.3000000000000045,-18.0,1.789599582774215,2.1397040293771448,10.138288262270349,67.527854335164,46,0.56,Low,Night,130,1,20.216,24,14467.0
82,M30662,M,298.9,308.7,1664,34.1,14,0,0,0,0,0,0,9.800000000000011,477.4,301.36,311.91,36.28,90.6,36.1,24.0,-4.7000000000000455,-5.800000000000011,-2.0,-10.0,1.9872929661558063,2.3904671788863525,10.034473910807009,68.61842965915866,65,0.59,High,Night,170,3,20.119,42,20065.5
83,L28228,L,298.3,309.4,1778,48.4,9,0,0,0,0,0,0,11.099999999999966,435.6,301.05,311.77,37.56,81.9,34.1,14.0,-0.5999999999999659,0.6999999999999886,14.299999999999995,-5.0,2.209700834451755,2.501133076560752,10.730351552695945,73.21877415587417,79,0.45,Medium,Night,161,2,21.78,18,24442.6
84,L70721,L,300.6,310.1,1610,44.1,147,0,0,0,0,0,0,9.5,6482.7,300.82,311.27000000000004,39.37,92.2,48.4,9.0,2.300000000000012,0.7000000000000455,-4.299999999999997,138.0,2.1133438485540483,2.2484809687133955,10.06998289748078,74.52784714454066,69,0.58,Medium,Night,145,2,25.578,294,21396.9
85,L59223,L,301.4,310.2,1216,39.7,15,0,0,0,0,0,0,8.800000000000011,595.5,300.78,310.94,40.38,86.3,44.1,147.0,0.7999999999999545,0.0999999999999659,-4.399999999999999,-132.0,2.0964520292890367,2.1235190918221285,9.46981168415366,78.36531262122445,33,0.98,Medium,Day,122,2,38.906,30,10236.6
86,L17386,L,301.8,312.8,1830,27.8,98,0,0,0,0,0,0,11.0,2724.4,300.74,310.93,40.04,81.1,39.7,15.0,0.4000000000000341,2.6000000000000227,-11.900000000000002,83.0,2.069997316154757,2.113475284401864,9.88783764699508,75.33547194604512,31,0.97,High,Day,150,3,26.966,294,9696.800000000001
87,M16862,M,298.1,308.0,1368,30.3,124,0,0,0,0,0,0,9.899999999999975,3757.2,300.68,310.9,40.08,82.9,27.8,98.0,-3.6999999999999886,-4.800000000000011,2.5,26.0,2.14310263144066,2.156643482616187,9.8429670323536,76.20651765651907,35,0.6,Low,Day,1,1,18.18,124,10780.0
88,M50108,M,300.9,311.5,1607,41.6,97,0,0,0,0,0,0,10.600000000000025,4035.2,300.61,310.77000000000004,39.8,68.4,30.3,124.0,2.7999999999999545,3.5,11.3,-27.0,2.1210322434552387,2.0666935482122177,9.745768312452324,52.75772718548248,83,0.74,Low,Night,94,1,30.784,97,25854.5
89,M85023,M,298.6,310.4,1708,42.1,212,0,0,0,0,0,0,11.799999999999956,8925.2,300.08000000000004,310.53000000000003,37.9,78.2,41.6,97.0,-2.2999999999999545,-1.1000000000000227,0.5,115.0,1.852805680282719,1.9402462615749017,6.41456675595995,68.82473715492463,71,0.95,Medium,Night,14,2,39.995,424,22038.399999999998
90,L90140,L,297.0,306.3,1731,39.7,56,0,0,0,0,0,0,9.300000000000011,2223.2000000000003,299.92,310.19,38.39,79.6,42.1,212.0,-1.6000000000000227,-4.099999999999966,-2.3999999999999986,-156.0,2.0530735766431123,2.355348523396603,6.338147293264095,68.14559576540688,33,0.4,Low,Day,100,1,15.880000000000003,56,10107.9
91,L92963,L,298.1,308.0,1215,46.5,45,0,0,0,0,0,0,9.899999999999975,2092.5,299.37,309.54,39.43,81.7,39.7,56.0,1.1000000000000227,1.6999999999999886,6.799999999999997,-11.0,1.6559991948465282,1.8833775806011788,6.759857000459884,66.54664195551548,83,0.89,Medium,Day,102,2,41.385,90,25564.0
92,M37201,M,298.5,310.1,1558,27.7,110,0,0,0,0,0,0,11.600000000000025,3047.0,299.33000000000004,309.67999999999995,38.790000000000006,91.3,46.5,45.0,0.3999999999999772,2.1000000000000227,-18.8,65.0,1.6733532535331934,1.8659522442382568,7.574438006288716,62.49631100224161,58,0.97,Medium,Night,53,2,26.869,220,17985.800000000003
93,M78578,M,301.0,311.7,1547,42.9,123,0,0,0,0,0,0,10.699999999999989,5276.7,299.6,309.91,38.24,102.7,27.7,110.0,2.5,1.599999999999966,15.2,13.0,1.7061978522756809,1.9666384178762049,6.975066706172454,55.86103790259872,47,0.45,Low,Day,6,1,19.305,123,14649.9
94,L59966,L,302.3,311.6,1795,42.4,247,0,0,0,0,0,0,9.300000000000011,10472.8,299.77000000000004,310.06,38.07000000000001,112.7,42.9,123.0,1.3000000000000114,-0.0999999999999659,-0.5,124.0,1.8915308321272364,2.0386269889315067,6.835698777577729,71.44858291106979,55,0.5,Low,Night,90,1,21.2,247,17138.0
95,M64774,M,297.1,306.1,1620,30.4,231,0,0,0,0,0,0,9.0,7022.4,299.34000000000003,309.65,37.14,134.3,42.4,247.0,-5.199999999999989,-5.5,-12.0,-16.0,1.967062107136507,2.3894443798599805,7.211595600913228,71.28043209745584,73,0.98,Medium,Night,64,2,29.791999999999998,462,22345.300000000003
96,L20386,L,300.7,310.2,1797,33.9,128,0,0,0,0,0,0,9.5,4339.2,299.23,309.39,37.75,137.3,30.4,231.0,3.599999999999966,4.099999999999966,3.5,-103.0,1.840923681198912,2.1366900674745724,6.562562169017687,70.20612508891239,63,0.72,High,Night,88,3,24.407999999999998,384,19542.6
97,L87228,L,297.6,306.9,1634,46.8,24,0,0,0,0,0,0,9.299999999999956,1123.1999999999998,299.18,309.28,39.4,127.3,33.9,128.0,-3.099999999999966,-3.300000000000012,12.9,-104.0,1.881370658736468,2.2419237770767992,6.55557438792021,78.89521883837809,39,0.41,Medium,Night,33,2,19.188,48,11969.099999999999
98,L25225,L,301.3,311.5,1524,28.6,55,0,0,0,0,0,0,10.199999999999989,1573.0,299.22,309.28,38.1,123.1,46.8,24.0,3.6999999999999886,4.600000000000023,-18.2,31.0,1.9257321839870152,2.2419237770767992,7.315736463268744,81.75362717063733,65,0.55,Medium,Night,72,2,15.730000000000002,110,20247.5
99,L26693,L,298.8,308.8,1572,64.4,45,0,0,0,0,0,0,10.0,2898.0000000000005,299.24,309.12,40.33,106.4,28.6,55.0,-2.5,-2.6999999999999886,35.800000000000004,-10.0,1.919606441145645,2.20997737544983,11.093746987480024,78.57084559668294,43,0.67,Low,Night,44,1,43.148,45,13278.4
100,L82197,L,297.9,308.2,1810,45.4,186,0,0,0,0,0,0,10.300000000000011,8444.4,299.33000000000004,309.31,40.9,119.4,64.4,45.0,-0.9000000000000341,-0.6000000000000227,-19.000000000000007,141.0,1.8215073123344503,2.0135375172400978,11.203670033619437,80.04609782979925,60,0.82,Medium,Night,107,2,37.227999999999994,372,18492.0
101,L53021,L,301.6,310.8,1305,39.3,189,0,0,0,0,0,0,9.199999999999989,7427.7,299.68,309.59000000000003,40.17999999999999,133.8,45.4,186.0,3.7000000000000455,2.6000000000000227,-6.100000000000001,3.0,1.89373235231944,2.005797153807491,11.033867056577314,78.10363485637394,77,0.84,Low,Night,34,1,33.01199999999999,189,23931.600000000002
102,M28261,M,298.8,308.8,1700,37.4,205,0,0,0,0,0,0,10.0,7667.0,299.71000000000004,309.46000000000004,41.15,143.3,39.3,189.0,-2.800000000000012,-2.0,-1.8999999999999984,16.0,1.875248131729414,2.011190913088296,10.210479366263309,80.6240245419028,44,1.0,Medium,Day,162,2,37.4,410,13587.2
103,L37378,L,299.4,307.3,1425,47.8,188,0,0,0,0,0,0,7.900000000000034,8986.4,299.55,309.02,41.64,149.8,37.4,205.0,0.5999999999999659,-1.5,10.4,-17.0,1.8204089894548336,1.9469634476966589,10.41923435020272,81.421809800023,37,0.57,Medium,Day,152,2,27.245999999999995,376,11370.1
104,L96755,L,295.6,305.7,1387,35.8,210,0,0,0,0,0,0,10.099999999999966,7517.999999999999,298.88,308.43,40.98,146.1,47.8,188.0,-3.7999999999999545,-1.6000000000000227,-12.0,22.0,1.925732183987031,1.972054765973908,10.573635977173494,77.24772560477831,43,0.72,High,Day,2,3,25.775999999999996,630,13145.1
105,H21937,H,301.9,313.1,1721,36.2,7,0,0,0,0,0,0,11.200000000000044,253.40000000000003,299.36,309.13,41.56,123.7,35.8,210.0,6.2999999999999545,7.400000000000034,0.4000000000000057,-203.0,2.028244999445773,2.272565852853491,10.076176523529806,82.21117793693138,52,0.72,Medium,Day,136,2,26.064,14,16281.2
106,L76330,L,301.6,310.2,1379,54.4,40,1,0,1,0,0,0,8.599999999999966,2176.0,299.45,309.13,43.61,114.9,36.2,7.0,-0.2999999999999545,-2.900000000000034,18.2,33.0,2.1125287637750176,2.272565852853491,10.423952118931554,86.30752510001027,89,0.64,Medium,Night,117,2,34.816,80,27607.8
107,L57366,L,300.0,310.5,1605,35.2,142,0,0,0,0,0,0,10.5,4998.400000000001,299.69,309.49,42.45,126.7,54.4,40.0,-1.6000000000000227,0.3000000000000113,-19.2,102.0,2.0129856211881263,2.162534521240197,10.672003873062758,80.36036889467906,86,0.5,Medium,Day,153,2,17.6,284,26703.0
108,M82322,M,296.9,306.3,1450,41.3,43,0,0,0,0,0,0,9.400000000000034,1775.9,299.25,308.97,43.72,125.5,35.2,142.0,-3.1000000000000227,-4.199999999999989,6.099999999999994,-99.0,2.1009257218873625,2.2489750752040614,9.535873787382505,81.62958341734264,69,0.99,High,Day,121,3,40.88699999999999,129,21134.7
109,L50160,L,302.4,313.2,1116,32.3,81,0,0,0,0,0,0,10.800000000000011,2616.3,299.61,309.41,40.510000000000005,129.1,41.3,43.0,5.5,6.899999999999977,-9.0,38.0,2.31298268235798,2.612980418347349,6.815904602879604,78.41548883281224,50,0.91,Medium,Night,32,2,29.392999999999997,162,15660.0
110,L55313,L,298.7,308.8,1623,42.5,128,0,0,0,0,0,0,10.100000000000025,5440.0,299.68999999999994,309.47,40.22,123.3,32.3,81.0,-3.6999999999999886,-4.399999999999977,10.200000000000005,47.0,2.2605063346268026,2.588886504529182,6.644262353506372,75.84201415515759,45,0.7,Medium,Day,56,2,29.749999999999996,256,13896.0
111,L37032,L,299.1,309.5,1560,45.7,110,0,0,0,0,0,0,10.399999999999975,5027.0,299.44,309.34000000000003,40.86,115.4,42.5,128.0,0.4000000000000341,0.6999999999999886,3.200000000000003,-18.0,2.16189217533548,2.546980783420078,6.850823146000603,72.268327164195,74,0.76,High,Day,94,3,34.732,330,22903.0
112,L27358,L,304.6,314.7,1196,56.7,224,1,0,0,1,1,0,10.099999999999966,12700.8,300.02,309.92999999999995,42.79,117.3,45.7,110.0,5.5,5.199999999999989,11.0,114.0,2.685682201766977,3.043043067574119,8.327257785262928,75.08077132143913,47,0.54,Low,Day,7,1,30.618000000000002,224,14790.9
113,H71710,H,298.6,309.9,1412,30.6,192,0,0,0,0,0,0,11.299999999999956,5875.200000000001,299.94,310.19,41.07000000000001,117.7,56.7,224.0,-6.0,-4.800000000000011,-26.1,-32.0,2.717924044396774,2.9011300480252964,8.931846891258758,75.50871914333258,76,0.73,Low,Day,176,1,22.338,192,23552.399999999998
114,M96157,M,301.5,311.8,1214,25.5,116,0,0,0,0,0,0,10.300000000000011,2958.0,300.53,310.8,40.040000000000006,108.3,30.6,192.0,2.8999999999999773,1.900000000000034,-5.100000000000001,-76.0,2.275497503599595,2.459900630332568,10.121725808049396,68.24311117044883,82,0.82,Low,Night,88,1,20.91,116,25567.600000000002
115,M58821,M,301.1,310.4,1668,37.2,161,0,0,0,0,0,0,9.299999999999956,5989.200000000001,300.45,310.53,40.14,123.7,25.5,116.0,-0.3999999999999772,-1.400000000000034,11.700000000000005,45.0,2.235695268441662,2.323813914905981,10.084443465060422,59.68258633061343,53,0.71,High,Day,130,3,26.412,483,16451.199999999997
116,M38365,M,300.8,310.9,1786,33.8,131,0,0,0,0,0,0,10.099999999999966,4427.799999999999,300.37,310.6,38.08,132.8,37.2,161.0,-0.3000000000000113,0.5,-3.4000000000000057,-30.0,2.2040619067730343,2.323311812430113,8.879914914507278,51.937569360830935,55,0.99,Low,Day,35,1,33.461999999999996,131,17099.5
117,M23189,M,300.6,310.2,1690,39.7,80,0,0,0,0,0,0,9.599999999999966,3176.0,300.42999999999995,310.57,38.53,126.6,33.8,131.0,-0.1999999999999886,-0.6999999999999886,5.900000000000006,-51.0,2.201035110023157,2.326680993270021,8.831641347387743,54.361342473816535,54,0.77,High,Day,98,3,30.569000000000003,240,16750.8
118,L86749,L,300.8,310.9,1715,45.1,129,0,0,0,0,0,0,10.099999999999966,5817.900000000001,300.82000000000005,311.03,38.91,135.2,39.7,80.0,0.1999999999999886,0.6999999999999886,5.399999999999999,49.0,1.8183020162286805,1.7789197720962344,9.043284801442445,45.79374047472733,89,0.62,Medium,Day,22,2,27.962,258,27670.1
119,M17248,M,300.5,310.1,1445,62.5,166,0,0,0,0,0,0,9.600000000000025,10375.0,300.63,310.72,41.93,143.7,45.1,129.0,-0.3000000000000113,-0.7999999999999545,17.4,37.0,1.7320828822865848,1.621933003137359,11.34127662812064,42.3767493903072,89,0.86,Low,Night,59,1,53.75,166,27598.9
120,L14369,L,299.9,309.2,1635,35.4,248,0,0,0,0,0,0,9.300000000000011,8779.199999999999,300.75000000000006,310.76,41.22,155.7,62.5,166.0,-0.6000000000000227,-0.9000000000000341,-27.1,82.0,1.6215561798604214,1.5735310610215167,11.522422584778866,53.07656942778268,89,0.5,Medium,Night,177,2,17.7,496,27518.8
121,M73763,M,303.0,313.2,1536,17.9,181,0,0,0,0,0,0,10.199999999999989,3239.9,301.14,311.13,38.44,162.8,35.4,248.0,3.1000000000000227,4.0,-17.5,-67.0,1.6493769867569656,1.6760071598890345,13.50458358401982,50.99193836066433,74,0.63,Low,Day,52,1,11.277,181,23176.8
122,M18050,M,297.4,307.4,1571,37.5,137,0,0,0,0,0,0,10.0,5137.5,300.42,310.4,36.52,154.1,17.9,181.0,-5.600000000000023,-5.800000000000011,19.6,-44.0,1.538975127948315,1.5318833724100378,11.888164048516671,46.62486222797651,70,0.61,Medium,Night,149,2,22.875,274,21518.0
123,L38605,L,302.0,313.1,1709,43.4,41,0,0,0,0,0,0,11.100000000000025,1779.4,300.76000000000005,310.72,37.8,139.0,37.5,137.0,4.600000000000023,5.7000000000000455,5.899999999999999,-96.0,1.4660604807893864,1.736407530250499,11.869007259806237,56.41118880348326,58,0.66,Medium,Night,140,2,28.644000000000002,82,18159.800000000003
124,L59616,L,301.6,311.2,1748,30.2,44,0,0,0,0,0,0,9.599999999999966,1328.8,300.77000000000004,310.66,38.27,131.8,43.4,41.0,-0.3999999999999772,-1.900000000000034,-13.2,3.0,1.4719978864715997,1.7050252523381195,11.412084238502032,63.785752501810585,44,0.87,Medium,Night,11,2,26.274,88,13692.8
125,L64479,L,301.4,309.4,1468,42.2,100,0,0,0,0,0,0,8.0,4220.0,300.8,310.56,38.77,125.7,30.2,44.0,-0.2000000000000454,-1.8000000000000114,12.000000000000004,56.0,1.4824903971954937,1.750682406631341,11.469384367862888,63.59952830013767,74,0.69,Low,Night,122,1,29.118,100,22895.6
126,L90934,L,302.2,311.9,1286,41.3,153,0,0,0,0,0,0,9.699999999999989,6318.9,300.94,310.66,39.52,127.9,42.2,100.0,0.8000000000000114,2.5,-0.9000000000000057,53.0,1.5471838215858025,1.8001234525565208,11.352904669926732,64.18108063215455,30,0.88,Medium,Day,14,2,36.344,306,9357.0
127,M50883,M,299.8,308.2,1504,42.5,26,0,0,0,0,0,0,8.399999999999977,1105.0,300.86,310.4599999999999,39.8,122.5,41.3,153.0,-2.3999999999999773,-3.6999999999999886,1.2000000000000028,-127.0,1.5868907404800403,1.96083882277166,11.392297592867044,70.60886000433037,54,0.75,High,Night,33,3,31.875,78,16642.8
128,M43055,M,296.3,306.7,1498,47.8,166,0,0,0,0,0,0,10.399999999999975,7934.799999999999,300.41,310.04,40.07,126.2,42.5,26.0,-3.5,-1.5,5.299999999999997,140.0,2.145512111879422,2.279961013311867,11.562588137802203,71.94411411335585,36,0.61,Medium,Day,102,2,29.157999999999998,332,11041.199999999999
129,L78731,L,299.9,308.2,1588,39.1,152,0,0,0,0,0,0,8.300000000000011,5943.2,300.35,309.85,37.73,124.8,47.8,166.0,3.599999999999966,1.5,-8.699999999999996,-14.0,2.151097910886741,2.3524219198283336,8.47428135268379,71.21610304792974,38,0.89,High,Day,77,3,34.799,456,11711.6
130,L17450,L,298.0,307.0,1687,45.4,28,0,0,0,0,0,0,9.0,1271.2,300.16,309.63,38.73,102.8,39.1,152.0,-1.8999999999999773,-1.1999999999999886,6.299999999999997,-124.0,2.275570746476873,2.5170750220576865,8.754179953980065,62.358818319642936,53,0.54,Low,Day,26,1,24.516000000000002,28,16271.0
131,L12925,L,298.5,308.2,1195,22.0,109,0,0,0,0,0,0,9.699999999999989,2398.0,299.71,309.13,39.14,95.6,45.4,28.0,0.5,1.1999999999999886,-23.4,81.0,2.0888327415619825,2.206581065812062,7.703130676693858,56.17670533434864,30,0.53,High,Day,142,3,11.66,327,9246.0
132,L90051,L,297.5,309.1,1417,30.3,209,0,0,0,0,0,0,11.600000000000025,6332.7,299.72,309.3,38.42,102.8,22.0,109.0,-1.0,0.9000000000000341,8.3,100.0,2.0767495970597896,2.1223676506309275,8.194279847687774,65.85303502665792,73,0.7,Medium,Day,176,2,21.21,418,22564.300000000003
133,L60272,L,299.0,308.0,1365,36.5,21,0,0,0,0,0,0,9.0,766.5,299.42,308.79,37.73,100.8,30.3,209.0,1.5,-1.1000000000000227,6.199999999999999,-188.0,1.921689071855282,1.6729548044637104,8.01693346749379,68.20035842199734,37,0.56,Low,Day,65,1,20.44,21,11396.0
134,L15310,L,298.8,308.8,1761,29.9,114,0,0,0,0,0,0,10.0,3408.6,299.14,308.55,37.7,107.8,36.5,21.0,-0.1999999999999886,0.8000000000000114,-6.600000000000001,93.0,1.7664779773446293,1.4454910738032876,8.048740412152823,65.25130905455725,53,0.41,High,Day,46,3,12.258999999999999,342,16366.400000000001
135,H41817,H,295.2,305.8,1500,40.0,89,0,0,0,0,0,0,10.600000000000025,3560.0,298.52000000000004,308.19,37.48,106.7,29.9,114.0,-3.6000000000000227,-3.0,10.1,-25.0,1.962311562078219,1.6448235298794571,7.941424445414184,65.48969384567324,40,0.79,High,Day,127,3,31.6,267,12232.0
136,L54528,L,301.4,312.9,1446,36.5,187,0,0,0,0,0,0,11.5,6825.5,298.44,308.29,37.0,110.1,40.0,89.0,6.199999999999989,7.099999999999966,-3.5,98.0,1.8056700818376628,1.905226728998295,7.829147817965588,68.9515933262041,80,0.71,Medium,Day,94,2,25.915,374,25032.0
137,L65779,L,304.4,315.2,1634,35.4,89,0,0,0,0,0,0,10.800000000000011,3150.6,298.9,308.98999999999995,36.29,116.4,36.5,187.0,3.0,2.300000000000012,-1.1000000000000014,-98.0,2.601281735350052,2.896530491620853,7.593337723147677,63.038259987266734,46,0.67,Low,Day,74,1,23.718,89,14499.199999999999
138,M94816,M,301.2,312.3,1431,48.7,179,0,0,0,0,0,0,11.100000000000025,8717.300000000001,299.39,309.55,36.38,117.7,35.4,89.0,-3.1999999999999886,-2.8999999999999773,13.300000000000004,90.0,2.5172515876555983,2.9455239111423643,7.748662967104555,64.29627602832937,37,0.98,Low,Night,128,1,47.726,179,11555.1
139,L92641,L,299.6,310.5,1535,40.7,84,0,0,0,0,0,0,10.899999999999975,3418.8,299.36,309.78000000000003,36.540000000000006,110.9,48.7,179.0,-1.599999999999966,-1.8000000000000114,-8.0,-95.0,2.512280946780165,2.9180663308278887,7.827189079668938,63.86000313185094,64,0.74,Medium,Night,74,2,30.118000000000002,168,19872.0
140,H94083,H,299.9,308.7,1862,29.1,148,0,0,0,0,0,0,8.800000000000011,4306.8,299.55,309.95,34.91,122.9,40.7,84.0,0.2999999999999545,-1.8000000000000114,-11.6,64.0,2.469480377191204,2.784580558879392,7.465989552631306,57.51028893453192,64,0.92,High,Night,140,3,26.772000000000002,444,19756.8
141,H86310,H,299.2,309.5,1857,33.9,105,0,0,0,0,0,0,10.300000000000011,3559.5,299.62,310.08,36.1,122.5,29.1,148.0,-0.6999999999999886,0.8000000000000114,4.799999999999997,-43.0,2.446221576227116,2.723478168323267,5.9801523577766815,57.63149216260932,62,0.48,Low,Day,102,1,16.272,105,19189.0
142,L25457,L,300.2,311.0,1465,47.4,135,0,0,0,0,0,0,10.800000000000011,6399.0,299.89,310.27,37.81,115.1,33.9,105.0,1.0,1.5,13.5,30.0,2.332595121318544,2.7137714633984245,6.5546336451568346,49.462555983738405,88,0.74,High,Day,47,3,35.076,405,27368.0
143,L52311,L,299.9,309.0,1505,41.9,116,0,0,0,0,0,0,9.100000000000025,4860.4,299.98,310.37,38.35,124.6,47.4,135.0,-0.3000000000000113,-2.0,-5.5,-19.0,2.3117093242877824,2.638202249849535,6.656367043832691,36.91190714239647,34,0.92,Low,Day,165,1,38.548,116,10506.0
144,L13980,L,298.3,307.7,1427,51.8,65,0,0,0,0,0,0,9.399999999999975,3367.0,299.93,310.26,40.54,119.7,41.9,116.0,-1.599999999999966,-1.3000000000000114,9.9,-51.0,2.345231568760361,2.7321948848661908,7.151565485184945,41.4488975861979,71,0.75,High,Day,169,3,38.849999999999994,195,21846.7
145,L30886,L,303.4,312.6,1193,48.3,237,1,0,0,0,1,0,9.200000000000044,11447.1,300.75,310.94,41.37,134.5,51.8,65.0,5.099999999999966,4.900000000000034,-3.5,172.0,1.8986837546044963,2.312862584187219,7.552343271388593,53.83978289538538,68,0.83,High,Day,27,3,40.089,711,21256.800000000003
146,L87112,L,297.0,307.8,1723,36.0,225,0,0,0,0,0,0,10.800000000000011,8100.0,300.31,310.43,41.32,138.3,48.3,237.0,-6.399999999999977,-4.800000000000011,-12.299999999999995,-12.0,2.2148237953488508,2.3935329536064547,7.589729902967541,59.04621542110524,87,0.62,Medium,Night,170,2,22.32,450,26778.600000000002
147,M60877,M,301.4,311.4,1971,54.2,203,0,0,0,0,0,0,10.0,11002.6,300.01,310.05,43.2,149.7,36.0,225.0,4.399999999999977,3.599999999999966,18.200000000000003,-22.0,1.7546446300538576,1.7734147850968751,8.259270885226806,59.47371034517884,70,0.46,Medium,Night,86,2,24.932000000000002,406,21798.0
148,L46181,L,299.8,309.5,1458,55.0,112,0,0,0,0,0,0,9.699999999999989,6160.0,299.87,309.77,43.83,143.0,54.2,203.0,-1.599999999999966,-1.8999999999999773,0.7999999999999972,-91.0,1.7042756688853538,1.590282993683922,8.937816039478278,59.580011562417376,57,0.67,High,Day,68,3,36.85,336,17641.5
149,L43262,L,303.8,312.5,1391,22.1,17,0,0,0,0,0,0,8.699999999999989,375.7000000000001,300.29,309.97,41.97,136.3,55.0,112.0,4.0,3.0,-32.9,-95.0,2.1015602669337503,1.803730701752532,11.287953263939771,69.83639611421992,36,0.64,Medium,Day,157,2,14.144000000000002,34,11250.0
150,L10947,L,300.7,310.6,1489,40.2,80,0,0,0,0,0,0,9.900000000000034,3216.0,300.37,310.16,43.08,129.5,22.1,17.0,-3.1000000000000227,-1.8999999999999773,18.1,63.0,2.1002909851307088,1.7544863129196535,10.39196270628838,71.85208571935982,38,0.92,Medium,Night,164,2,36.984,160,11802.800000000001
151,H10022,H,299.3,308.7,1553,34.4,142,0,0,0,0,0,0,9.399999999999975,4884.8,300.38,310.08000000000004,43.13,133.2,40.2,80.0,-1.3999999999999773,-1.900000000000034,-5.800000000000004,62.0,2.094330972463836,1.8054239268259835,10.343978387878067,71.40152503817959,37,0.55,Medium,Night,109,2,18.92,284,11421.9
152,L11128,L,299.5,309.7,1334,37.3,2,0,0,0,0,0,0,10.199999999999989,74.6,300.31000000000006,309.95,42.12,119.9,34.4,142.0,0.1999999999999886,1.0,2.8999999999999986,-140.0,2.1126339536752017,1.778420022879298,10.373770342123002,82.54621601126115,41,0.98,Low,Night,57,1,36.553999999999995,2,12697.699999999999
153,L89522,L,300.1,308.9,1455,31.8,84,0,0,0,0,0,0,8.799999999999955,2671.2000000000003,300.33000000000004,309.94,41.11,116.7,37.3,2.0,0.6000000000000227,-0.8000000000000114,-5.4999999999999964,82.0,2.1092652749237324,1.7846256999407812,10.877034930939988,83.33073329277212,63,0.97,High,Day,140,3,30.846,252,19460.699999999997
154,L42322,L,297.7,307.9,1719,30.5,82,0,0,0,0,0,0,10.199999999999989,2501.0,300.27,309.96,38.98,118.4,31.8,84.0,-2.400000000000034,-1.0,-1.3000000000000007,-2.0,2.18074910676716,1.7576499461876864,10.633887132914069,82.32618052600284,62,0.55,Low,Day,173,1,16.775000000000002,82,19089.8
